Confirmed derivation	NEW SUFFIX	Zero	V synset	V literal	N synset	N literal	Existing MS relation	MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
Y	ing	FALSE	eng-30-00477941-v	spoil	eng-30-01263018-n	spoiling	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-01565472-v	spoil	eng-30-00966869-n	spoilation	event	MS
Y	age	FALSE	eng-30-00477941-v	spoil	eng-30-01263018-n	spoilage	event	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-02527651-v	spoil	eng-30-01263018-n	spoilage	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00986897-v	splutter	eng-30-07130183-n	splutter	event	MS
YES		TRUE	eng-30-00986897-v	splutter	eng-30-07394814-n	splutter	event	MS
YES		TRUE	eng-30-02142413-v	splurge	eng-30-06890000-n	splurge	event	MS
Y	ing	FALSE	eng-30-01374020-v	splatter	eng-30-00717748-n	splattering	event	NEW_LIT_PAIR_KNOWN_REL
YES	er	FALSE	eng-30-02173513-v	splat	eng-30-07394814-n	splatter	event	MS
YES		TRUE	eng-30-00463633-v	splat	eng-30-07395303-n	splat	event	MS
YES		TRUE	eng-30-02173513-v	splat	eng-30-07395303-n	splat	event	MS
Y	ing	FALSE	eng-30-01374020-v	splash	eng-30-00278221-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01374767-v	splash	eng-30-00717748-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01374020-v	splash	eng-30-00717748-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01534609-v	splash	eng-30-00278221-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01374767-v	splash	eng-30-00278221-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01534609-v	splash	eng-30-00717748-n	splashing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00101956-v	spit	eng-30-00118552-n	spitting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02068413-v	spirt	eng-30-07436100-n	spirt	event	MS
YES	ation	FALSE	eng-30-00623947-v	spiritualise	eng-30-00583933-n	spiritualisation	event	MS
YES	ation	FALSE	eng-30-00476313-v	spiritualise	eng-30-00583933-n	spiritualisation	event	MS
YES		TRUE	eng-30-02048051-v	spin	eng-30-00343249-n	spin	event	MS
YES		TRUE	eng-30-02046755-v	spin	eng-30-00343249-n	spin	event	MS
Y	age	FALSE	eng-30-02069888-v	spill	eng-30-00329619-n	spillage	event	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-01542207-v	spill	eng-30-00329619-n	spillage	event	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-01541803-v	spill	eng-30-00329619-n	spillage	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00963155-v	spiel	eng-30-07013400-n	spiel	event	MS
Y	ing	FALSE	eng-30-00438178-v	speed	eng-30-00330160-n	speeding	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02055975-v	speed	eng-30-00330160-n	speeding	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02055649-v	speed	eng-30-00330160-n	speeding	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00439343-v	speed	eng-30-00330160-n	speeding	event	NEW_LIT_PAIR_KNOWN_REL
YES	ify	FALSE	eng-30-00990008-v	speechify	eng-30-07238694-n	speech	event	MS
YES	ify	FALSE	eng-30-00990008-v	speechify	eng-30-06713930-n	speech	event	MS
YES	ion	FALSE	eng-30-00630380-v	speculate	eng-30-05785885-n	speculation	event	MS
YES	ion	FALSE	eng-30-00927049-v	speculate	eng-30-06782680-n	speculation	event	MS
YES	ion	FALSE	eng-30-02272090-v	speculate	eng-30-13342692-n	speculation	event	MS
YES	ion	FALSE	eng-30-00633443-v	speculate	eng-30-05891783-n	speculation	event	MS
YES	ion	FALSE	eng-30-00119266-v	speciate	eng-30-13560079-n	speciation	event	MS
Y	ity	FALSE	eng-30-02446164-v	specialise	eng-30-00583461-n	specialty	event	NEW_LIT_PAIR_KNOWN_REL
Y	ity	FALSE	eng-30-02446164-v	specialise	eng-30-00583461-n	speciality	event	NEW_LIT_PAIR_KNOWN_REL
Y	ism	FALSE	eng-30-02446164-v	specialise	eng-30-00583461-n	specialism	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00119266-v	specialise	eng-30-13559782-n	specialisation	event	MS
YES	ation	FALSE	eng-30-02446164-v	specialise	eng-30-00583461-n	specialisation	event	MS
YES	ation	FALSE	eng-30-00437732-v	specialise	eng-30-00583747-n	specialisation	event	MS
Y	ing	FALSE	eng-30-01538629-v	spatter	eng-30-00717748-n	spattering	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01374020-v	spatter	eng-30-00717748-n	spattering	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01538629-v	spatter	eng-30-00717748-n	spatter	event	MS
YES		TRUE	eng-30-01374020-v	spatter	eng-30-00717748-n	spatter	event	MS
Y	le (im OED als Suffix)	FALSE	eng-30-02766687-v	spark	eng-30-07412668-n	sparkle	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00228655-v	sparge	eng-30-00278555-n	sparge	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01420928-v	spank	eng-30-00134472-n	spank	event	MS
YES		TRUE	eng-30-02685390-v	span	eng-30-05087061-n	span	event	MS
Y	ing	FALSE	eng-30-00216216-v	souse	eng-30-00277811-n	sousing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01577093-v	souse	eng-30-00277811-n	sousing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02400378-v	sort	eng-30-13558696-n	sorting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00654625-v	sort	eng-30-13558696-n	sorting	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00654625-v	sort	eng-30-05732756-n	sorting	event	NEW_LIT_PAIR_KNOWN_REL
YES	tion	FALSE	eng-30-01540449-v	sorb	eng-30-13558490-n	sorption	event	MS
YB	ism	FALSE	eng-30-01916960-v	somnambulate	eng-30-00285141-n	somnambulism	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-01916960-v	somnambulate	eng-30-00285141-n	somnambulation	event	MS
Y	ing	FALSE	eng-30-01867697-v	somersault	eng-30-00439484-n	somersaulting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01867697-v	somersault	eng-30-00439484-n	somersault	event	MS
Y	ing	FALSE	eng-30-00733044-v	solve	eng-30-00153809-n	solving	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-00446695-v	solvate	eng-30-13558125-n	solvation	event	MS
YES	ion	FALSE	eng-30-00446514-v	solvate	eng-30-13558125-n	solvation	event	MS
YES	tion	FALSE	eng-30-00634906-v	solve	eng-30-00190783-n	solution	event	MS
YES	ion	FALSE	eng-30-01731353-v	solmizate	eng-30-01255935-n	solmization	event	MS
YES	ion	FALSE	eng-30-01730384-v	solmizate	eng-30-01255935-n	solmization	event	MS
YES	ion	FALSE	eng-30-01731353-v	solmizate	eng-30-06867675-n	solmization	event	MS
YES	ion	FALSE	eng-30-01730384-v	solmizate	eng-30-06867675-n	solmization	event	MS
YES	ing	FALSE	eng-30-00445169-v	solidify	eng-30-13491060-n	solidifying	event	MS
YES	ing	FALSE	eng-30-00445467-v	solidify	eng-30-13491060-n	solidifying	event	MS
YES	ation	FALSE	eng-30-00445169-v	solidify	eng-30-13491060-n	solidification	event	MS
YES	ation	FALSE	eng-30-00445467-v	solidify	eng-30-13491060-n	solidification	event	MS
YES	ation	FALSE	eng-30-00782057-v	solicit	eng-30-07187773-n	solicitation	event	MS
YES	ation	FALSE	eng-30-00781652-v	solicit	eng-30-00161044-n	solicitation	event	MS
YES	ation	FALSE	eng-30-02579247-v	solemnise	eng-30-00516086-n	solemnisation	event	MS
YES	ation	FALSE	eng-30-02489748-v	solemnise	eng-30-00516086-n	solemnisation	event	MS
YES	ation	FALSE	eng-30-02112546-v	solarise	eng-30-05044387-n	solarisation	event	MS
YES		TRUE	eng-30-02709422-v	sojourn	eng-30-01055360-n	sojourn	event	MS
YES		TRUE	eng-30-01534147-v	soil	eng-30-14498096-n	soil	event	MS
Y	ing	FALSE	eng-30-02388950-v	socialise	eng-30-01232412-n	socialising	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-02386845-v	socialise	eng-30-01128984-n	socialisation	event	MS
YES	ation	FALSE	eng-30-00406053-v	socialise	eng-30-01128984-n	socialisation	event	MS
YES	ation	FALSE	eng-30-02388950-v	socialise	eng-30-01232412-n	socialisation	event	MS
YES	ation	FALSE	eng-30-00405853-v	socialise	eng-30-01266745-n	socialisation	event	MS
Y	ing	FALSE	eng-30-00067129-v	sob	eng-30-00868669-n	sobbing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00067129-v	sob	eng-30-00868669-n	sob	event	MS
YES		TRUE	eng-30-01955808-v	soar	eng-30-00326291-n	soar	event	MS
YES		TRUE	eng-30-01943338-v	soar	eng-30-00326291-n	soar	event	MS
Y		TRUE	eng-30-01943718-v	soar	eng-30-00326291-n	soar	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00036932-v	soap	eng-30-04253437-n	soap	event	MS
Y	ing	FALSE	eng-30-00216216-v	soak	eng-30-00277811-n	soaking	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00456151-v	soak	eng-30-13557158-n	soaking	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01578513-v	soak	eng-30-13557158-n	soaking	event	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-01578513-v	soak	eng-30-13557158-n	soakage	event	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-00456151-v	soak	eng-30-13557158-n	soakage	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00456151-v	soak	eng-30-13557158-n	soak	event	MS
YES		TRUE	eng-30-01578513-v	soak	eng-30-13557158-n	soak	event	MS
YES		TRUE	eng-30-01424948-v	snuggle	eng-30-00417643-n	snuggle	event	MS
YES		TRUE	eng-30-00101779-v	snuffle	eng-30-00836149-n	snuffle	event	MS
YES		TRUE	eng-30-00067274-v	snuffle	eng-30-00836149-n	snuffle	event	MS
YES		TRUE	eng-30-00109263-v	snuff	eng-30-00883139-n	snuff	event	MS
YES		TRUE	eng-30-02126152-v	snuff	eng-30-00883139-n	snuff	event	MS
Y	le	FALSE	eng-30-02126152-v	snuffle	eng-30-00883139-n	snuff	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00798539-v	snub	eng-30-07208000-n	snub	event	MS
YES		TRUE	eng-30-01059564-v	snub	eng-30-01225997-n	snub	event	MS
YES		TRUE	eng-30-01045073-v	snort	eng-30-07128060-n	snort	event	MS
YES		TRUE	eng-30-01045073-v	snort	eng-30-07123870-n	snort	event	MS
Y	ing	FALSE	eng-30-00017031-v	snore	eng-30-00835976-n	snoring	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00017031-v	snore	eng-30-00835976-n	snore	event	MS
YES		TRUE	eng-30-00017031-v	snore	eng-30-07394478-n	snore	event	MS
YES		TRUE	eng-30-00015303-v	snooze	eng-30-00858377-n	snooze	event	MS
YES		TRUE	eng-30-01074206-v	snooker	eng-30-00501304-n	snooker	event	MS
Y	ing	FALSE	eng-30-00067274-v	snivel	eng-30-00868523-n	sniveling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01042531-v	snivel	eng-30-00868523-n	sniveling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00067274-v	snivel	eng-30-00868523-n	snivel	event	MS
YES		TRUE	eng-30-01042531-v	snivel	eng-30-00868523-n	snivel	event	MS
YES		TRUE	eng-30-00101779-v	snivel	eng-30-00836149-n	snivel	event	MS
Y		TRUE	eng-30-00067274-v	snivel	eng-30-00836149-n	snivel	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00030010-v	snigger	eng-30-07128060-n	snigger	event	MS
YES		TRUE	eng-30-00007549-v	sniffle	eng-30-00836149-n	sniffle	event	MS
Y		TRUE	eng-30-00067274-v	sniffle	eng-30-00836149-n	sniffle	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02125032-v	sniff	eng-30-00883139-n	sniff	event	MS
YES		TRUE	eng-30-00030010-v	snicker	eng-30-07128060-n	snicker	event	MS
YES		TRUE	eng-30-01259141-v	snick	eng-30-00387897-n	snick	event	MS
YES		TRUE	eng-30-01408489-v	snick	eng-30-00128324-n	snick	event	MS
Y	ing	FALSE	eng-30-00004819-v	sneeze	eng-30-14314850-n	sneezing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00004819-v	sneeze	eng-30-14314850-n	sneeze	event	MS
YES		TRUE	eng-30-00032778-v	sneer	eng-30-06716483-n	sneer	event	MS
YES		TRUE	eng-30-00032539-v	sneer	eng-30-06716483-n	sneer	event	MS
YES		TRUE	eng-30-00032778-v	sneer	eng-30-06716675-n	sneer	event	MS
YES		TRUE	eng-30-00032539-v	sneer	eng-30-06716675-n	sneer	event	MS
YES		TRUE	eng-30-01471043-v	snatch	eng-30-00775702-n	snatch	event	MS
YES		TRUE	eng-30-01213146-v	snatch	eng-30-00138956-n	snatch	event	MS
YES		TRUE	eng-30-01439745-v	snatch	eng-30-00138956-n	snatch	event	MS
YES		TRUE	eng-30-00403016-v	snafu	eng-30-00075283-n	snafu	event	MS
YES		TRUE	eng-30-01173405-v	snack	eng-30-07577374-n	snack	event	MS
YES		TRUE	eng-30-01251928-v	smudge	eng-30-04694441-n	smudge	event	MS
YES		TRUE	eng-30-00377569-v	smoulder	eng-30-07304096-n	smoulder	event	MS
YES		TRUE	eng-30-01252971-v	smooth	eng-30-01263924-n	smooth	event	MS
Y	en	FALSE	eng-30-01252971-v	smoothen	eng-30-01263924-n	smooth	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01425709-v	smooch	eng-30-00138599-n	smooch	event	MS
Y	ing	FALSE	eng-30-02767922-v	smoke	eng-30-13556893-n	smoking	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01198101-v	smoke	eng-30-00834636-n	smoking	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02767922-v	smoke	eng-30-11508092-n	smoke	event	MS
YES		TRUE	eng-30-01198101-v	smoke	eng-30-00834636-n	smoke	event	MS
YES		TRUE	eng-30-02767922-v	smoke	eng-30-13556893-n	smoke	event	MS
YES		TRUE	eng-30-00029336-v	smirk	eng-30-06878580-n	smirk	event	MS
YES		TRUE	eng-30-00846509-v	smirch	eng-30-00072261-n	smirch	event	MS
YES		TRUE	eng-30-01252601-v	smirch	eng-30-04694441-n	smirch	event	MS
Y	ing	FALSE	eng-30-01067512-v	smile	eng-30-06878071-n	smiling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00028565-v	smile	eng-30-06878071-n	smiling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01067512-v	smile	eng-30-06878071-n	smile	event	MS
YES		TRUE	eng-30-00028565-v	smile	eng-30-06878071-n	smile	event	MS
Y	ing	FALSE	eng-30-02124748-v	smell	eng-30-00882961-n	smelling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02123672-v	smell	eng-30-00882961-n	smelling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01561583-v	smash	eng-30-00569474-n	smash	event	MS
YES		TRUE	eng-30-00335923-v	smash	eng-30-07410207-n	smash	event	MS
YES		TRUE	eng-30-01561408-v	smash	eng-30-07317369-n	smash	event	MS
YES		TRUE	eng-30-01566705-v	smash	eng-30-07410207-n	smash	event	MS
YES		TRUE	eng-30-01401772-v	smash	eng-30-07410207-n	smash	event	MS
YB	ness	FALSE	eng-30-02122164-v	smart	eng-30-14331873-n	smartness	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02122164-v	smart	eng-30-14331873-n	smarting	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02122164-v	smart	eng-30-14331873-n	smart	event	MS
Y	ing	FALSE	eng-30-01414916-v	smack	eng-30-00133668-n	smacking	event	NEW_LIT_PAIR_KNOWN_REL
YES	er	FALSE	eng-30-01414916-v	smack	eng-30-00133875-n	smacker	event	MS
YES		TRUE	eng-30-01414916-v	smack	eng-30-07410745-n	smack	event	MS
YES		TRUE	eng-30-01431879-v	smack	eng-30-00138599-n	smack	event	MS
YES		TRUE	eng-30-02194495-v	smack	eng-30-05715864-n	smack	event	MS
YES		TRUE	eng-30-01414916-v	smack	eng-30-00133668-n	smack	event	MS
YES		TRUE	eng-30-01727866-v	slur	eng-30-06865953-n	slur	event	MS
YES		TRUE	eng-30-01044891-v	slur	eng-30-06718543-n	slur	event	MS
YES		TRUE	eng-30-00432839-v	slump	eng-30-13556509-n	slump	event	MS
YES		TRUE	eng-30-00432839-v	slump	eng-30-14489113-n	slump	event	MS
Y	ing	FALSE	eng-30-00439958-v	slow	eng-30-05061345-n	slowing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00608978-v	slip	eng-30-00073828-n	slip	event	MS
YES		TRUE	eng-30-01888295-v	slip	eng-30-00329031-n	slip	event	MS
YES		TRUE	eng-30-01888295-v	slip	eng-30-00059376-n	slip	event	MS
YES		TRUE	eng-30-00617748-v	slip	eng-30-00073828-n	slip	event	MS
YES		TRUE	eng-30-02076280-v	slip	eng-30-00170710-n	slip	event	MS
YES		TRUE	eng-30-00465762-v	slip	eng-30-00329031-n	slip	event	MS
YES		TRUE	eng-30-01870275-v	slip	eng-30-00329031-n	slip	event	MS
YES		TRUE	eng-30-00617413-v	slight	eng-30-01225783-n	slight	event	MS
YES		TRUE	eng-30-02090990-v	slide	eng-30-06857264-n	slide	event	MS
YES		TRUE	eng-30-01870275-v	slide	eng-30-00328502-n	slide	event	MS
YES		TRUE	eng-30-02090990-v	slide	eng-30-00328502-n	slide	event	MS
Y	ing	FALSE	eng-30-01408958-v	slice	eng-30-00572043-n	slicing	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01124389-v	slice	eng-30-00572043-n	slicing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02759254-v	sleet	eng-30-11507951-n	sleet	event	MS
YBF	ing	FALSE	eng-30-01916960-v	sleepwalk	eng-30-00285141-n	sleepwalking	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-02652729-v	sleep_over	eng-30-07455984-n	sleepover	event	MS
Y	ing	FALSE	eng-30-02482425-v	slay	eng-30-00220522-n	slaying	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00479176-v	slaughter	eng-30-00223983-n	slaughter	event	MS
YES		TRUE	eng-30-01322854-v	slaughter	eng-30-00223854-n	slaughter	event	MS
YES		TRUE	eng-30-01322675-v	slash	eng-30-00388065-n	slash	event	MS
YES		TRUE	eng-30-01322675-v	slash	eng-30-14287113-n	slash	event	MS
YES		TRUE	eng-30-01322509-v	slash	eng-30-14287113-n	slash	event	MS
Y		TRUE	eng-30-01322509-v	slash	eng-30-00388065-n	slash	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01416871-v	slap	eng-30-00133668-n	slap	event	MS
YES		TRUE	eng-30-01416871-v	slap	eng-30-07410745-n	slap	event	MS
YES		TRUE	eng-30-00845658-v	slang	eng-30-07159467-n	slang	event	MS
YES		TRUE	eng-30-00964110-v	slang	eng-30-07159467-n	slang	event	MS
YES		TRUE	eng-30-00964110-v	slang	eng-30-07157273-n	slang	event	MS
YES		TRUE	eng-30-00846509-v	slander	eng-30-06720600-n	slander	event	MS
YES		TRUE	eng-30-00846509-v	slander	eng-30-01220336-n	slander	event	MS
YES		TRUE	eng-30-01897885-v	slam_dance	eng-30-00527498-n	slam_dance	event	MS
YES		TRUE	eng-30-01242689-v	slam	eng-30-07338970-n	slam	event	MS
YES		TRUE	eng-30-01242391-v	slam	eng-30-07338970-n	slam	event	MS
YES		TRUE	eng-30-01242832-v	slam	eng-30-07394115-n	slam	event	MS
YES		TRUE	eng-30-01939037-v	slalom	eng-30-07463950-n	slalom	event	MS
Y	ing	FALSE	eng-30-00441212-v	slacken	eng-30-07443210-n	slackening	event	NEW_LIT_PAIR_KNOWN_REL
Y	en	FALSE	eng-30-00441212-v	slacken	eng-30-13556509-n	slack	event	NEW_LIT_PAIR_KNOWN_REL
Y	en	FALSE	eng-30-00440580-v	slacken	eng-30-13556509-n	slack	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01103693-v	skunk	eng-30-07476495-n	skunk	event	MS
YES		TRUE	eng-30-01123765-v	skirmish	eng-30-00959376-n	skirmish	event	MS
YES		TRUE	eng-30-02177846-v	skirl	eng-30-07393988-n	skirl	event	MS
YES		TRUE	eng-30-01726762-v	skirl	eng-30-07393988-n	skirl	event	MS
YES		TRUE	eng-30-02613860-v	skip	eng-30-00074624-n	skip	event	MS
YES		TRUE	eng-30-01966861-v	skip	eng-30-00289906-n	skip	event	MS
YES		TRUE	eng-30-01963130-v	skin-dive	eng-30-00444651-n	skin-dive	event	MS
Y	ing	FALSE	eng-30-02152278-v	skim	eng-30-06598746-n	skimming	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00627824-v	skim	eng-30-06598746-n	skimming	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01697628-v	sketch	eng-30-04227144-n	sketch	event	MS
YES		TRUE	eng-30-01006421-v	sketch	eng-30-06469694-n	sketch	event	MS
YES		TRUE	eng-30-01006421-v	sketch	eng-30-07203016-n	sketch	event	MS
YES		TRUE	eng-30-01170687-v	sip	eng-30-00843494-n	sip	event	MS
Y	ing	FALSE	eng-30-02565687-v	sin	eng-30-00757080-n	sinning	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01050165-v	singsong	eng-30-07084927-n	singsong	event	MS
YES		TRUE	eng-30-02095696-v	singsong	eng-30-07084927-n	singsong	event	MS
YES		TRUE	eng-30-02095696-v	singsong	eng-30-01255648-n	singsong	event	MS
YES		TRUE	eng-30-01050165-v	singsong	eng-30-01255648-n	singsong	event	MS
YES		TRUE	eng-30-01960491-v	single-foot	eng-30-00287276-n	single-foot	event	MS
YES		TRUE	eng-30-01409374-v	single	eng-30-00132601-n	single	event	MS
Y	ing	FALSE	eng-30-00937208-v	sing	eng-30-06805297-n	singing	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00378521-v	singe	eng-30-14289942-n	singe	event	MS
Y		TRUE	eng-30-00582743-v	singe	eng-30-14289942-n	singe	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02565687-v	sin	eng-30-00757080-n	sin	event	MS
YES	ion	FALSE	eng-30-01722980-v	simulate	eng-30-05666700-n	simulation	event	MS
YES	ion	FALSE	eng-30-01721754-v	simulate	eng-30-00754956-n	simulation	event	MS
YES	ation	FALSE	eng-30-00922438-v	signalise	eng-30-06798336-n	signalisation	event	MS
YES		TRUE	eng-30-00985800-v	sigh	eng-30-07393756-n	sigh	event	MS
YES		TRUE	eng-30-00004032-v	sigh	eng-30-07129602-n	sigh	event	MS
YES		TRUE	eng-30-00004032-v	sigh	eng-30-07393756-n	sigh	event	MS
YES		TRUE	eng-30-00985800-v	sigh	eng-30-07129602-n	sigh	event	MS
YES	ion	FALSE	eng-30-01054186-v	sibilate	eng-30-07129202-n	sibilation	event	MS
YES	ion	FALSE	eng-30-01055404-v	sibilate	eng-30-07129202-n	sibilation	event	MS
YES	ion	FALSE	eng-30-01053771-v	sibilate	eng-30-07384898-n	sibilation	event	MS
YES	ion	FALSE	eng-30-01054399-v	sibilate	eng-30-07129202-n	sibilation	event	MS
Y	ion	FALSE	eng-30-01054186-v	sibilate	eng-30-07384898-n	sibilation	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01509492-v	shy	eng-30-00106888-n	shy	event	MS
Y	ing	FALSE	eng-30-01418667-v	shuffle	eng-30-00340463-n	shuffling	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01917549-v	shuffle	eng-30-00292712-n	shuffling	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01917549-v	shuffle	eng-30-00292712-n	shuffle	event	MS
YES		TRUE	eng-30-01418667-v	shuffle	eng-30-00340463-n	shuffle	event	MS
YES		TRUE	eng-30-01888946-v	shudder	eng-30-00348801-n	shudder	event	MS
YES		TRUE	eng-30-00014201-v	shudder	eng-30-00348801-n	shudder	event	MS
Y		TRUE	eng-30-01888946-v	shudder	eng-30-07520112-n	shudder	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00033955-v	shrug	eng-30-07273924-n	shrug	event	MS
Y	ing	FALSE	eng-30-00914420-v	shriek	eng-30-07123012-n	shrieking	event	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00914420-v	shriek	eng-30-07393161-n	shrieking	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00914420-v	shriek	eng-30-07393161-n	shriek	event	MS
YES		TRUE	eng-30-00914420-v	shriek	eng-30-07123012-n	shriek	event	MS
YES		TRUE	eng-30-02148788-v	show	eng-30-00520257-n	show	event	MS
YES		TRUE	eng-30-02148788-v	show	eng-30-06619065-n	show	event	MS
YES		TRUE	eng-30-02094569-v	shove	eng-30-00113726-n	shove	event	MS
YES		TRUE	eng-30-01871680-v	shove	eng-30-00113726-n	shove	event	MS
YES		TRUE	eng-30-01584701-v	shove	eng-30-00113726-n	shove	event	MS
YES		TRUE	eng-30-00912048-v	shout	eng-30-07120524-n	shout	event	MS
YES		TRUE	eng-30-00913065-v	shout	eng-30-07120524-n	shout	event	MS
YES		TRUE	eng-30-00912473-v	shout	eng-30-07120524-n	shout	event	MS
YES		TRUE	eng-30-01618884-v	short	eng-30-04204755-n	short	event	MS
YES		TRUE	eng-30-01810447-v	shock	eng-30-07510625-n	shock	event	MS
YES		TRUE	eng-30-00090386-v	shock	eng-30-00839292-n	shock	event	MS
YES		TRUE	eng-30-00090186-v	shock	eng-30-07298982-n	shock	event	MS
YES		TRUE	eng-30-01809064-v	shock	eng-30-07298982-n	shock	event	MS
YES		TRUE	eng-30-00090186-v	shock	eng-30-07510625-n	shock	event	MS
YES		TRUE	eng-30-01561713-v	shock	eng-30-01172252-n	shock	event	MS
YES		TRUE	eng-30-01783022-v	shock	eng-30-07510625-n	shock	event	MS
YES		TRUE	eng-30-01783022-v	shock	eng-30-07298982-n	shock	event	MS
YES		TRUE	eng-30-00014201-v	shiver	eng-30-00867983-n	shiver	event	MS
YES		TRUE	eng-30-01888946-v	shiver	eng-30-07520112-n	shiver	event	MS
