Manually confirmed derivation: Y/YES, X - not confirmed, B/XB - multistep derivation	Zero	V synset	V literal	N synset	N literal	Status: MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
YES	TRUE	eng-30-00066977-v	tear	eng-30-05405324-n	tear	MS
YES	FALSE	eng-30-01463792-v	tease	eng-30-10695822-n	teaser	MS
YES	FALSE	eng-30-00850501-v	tease	eng-30-10695555-n	teaser	MS
YES	FALSE	eng-30-00852506-v	tease	eng-30-10695555-n	teaser	MS
YES	FALSE	eng-30-01803380-v	tease	eng-30-10695555-n	teaser	MS
YES	FALSE	eng-30-01463792-v	tease	eng-30-04398167-n	teaser	MS
YES	TRUE	eng-30-00789448-v	telephone	eng-30-04401088-n	telephone	MS
YES	TRUE	eng-30-00789448-v	telephone	eng-30-06272290-n	telephone	MS
YES	TRUE	eng-30-00202934-v	temper	eng-30-07518468-n	temper	MS
YES	TRUE	eng-30-00302875-v	temper	eng-30-05021535-n	temper	MS
YES	TRUE	eng-30-00303056-v	temper	eng-30-05021535-n	temper	MS
YES	TRUE	eng-30-00202934-v	temper	eng-30-04642258-n	temper	MS
YES	FALSE	eng-30-00536304-v	tense	eng-30-11515051-n	tension	MS
YES	FALSE	eng-30-01572728-v	tense	eng-30-11515051-n	tension	MS
YES	FALSE	eng-30-01572728-v	tense	eng-30-00366675-n	tension	MS
YES	FALSE	eng-30-00536304-v	tense	eng-30-00366675-n	tension	MS
YES	FALSE	eng-30-00026153-v	tense	eng-30-14544335-n	tension	MS
YES	FALSE	eng-30-00025203-v	tense	eng-30-14544335-n	tension	MS
YES	TRUE	eng-30-00141749-v	terrace	eng-30-09456207-n	terrace	MS
YES	TRUE	eng-30-02226380-v	terrace	eng-30-03899768-n	terrace	MS
YES	FALSE	eng-30-00669970-v	test	eng-30-10703692-n	testee	MS
YES	FALSE	eng-30-00786458-v	test	eng-30-10703692-n	testee	MS
YES	TRUE	eng-30-00234217-v	tie	eng-30-13930385-n	tie	MS
YES	TRUE	eng-30-01355411-v	tie	eng-30-06866124-n	tie	MS
YES	TRUE	eng-30-01115190-v	tie	eng-30-07353716-n	tie	MS
YES	TRUE	eng-30-02538086-v	tie	eng-30-13930385-n	tie	MS
YES	TRUE	eng-30-01354673-v	tie	eng-30-03673971-n	tie	MS
YES	TRUE	eng-30-01285440-v	tie	eng-30-04433185-n	tie	MS
YES	TRUE	eng-30-01285440-v	tie	eng-30-03673971-n	tie	MS
YES	TRUE	eng-30-00141632-v	tie	eng-30-03815615-n	tie	MS
YES	FALSE	eng-30-01285440-v	tie	eng-30-10710403-n	tier	MS
YES	FALSE	eng-30-01115190-v	tie	eng-30-10710509-n	tier	MS
YES	FALSE	eng-30-01285440-v	tie	eng-30-04434059-n	tier	MS
YES	FALSE	eng-30-01740608-v	till	eng-30-10711005-n	tiller	MS
YES	FALSE	eng-30-01740608-v	till	eng-30-03146846-n	tiller	MS
YES	TRUE	eng-30-02038357-v	tilt	eng-30-00348008-n	tilt	MS
YES	TRUE	eng-30-01884974-v	tilt	eng-30-00348008-n	tilt	MS
YES	TRUE	eng-30-01884577-v	tilt	eng-30-00348008-n	tilt	MS
YES	TRUE	eng-30-01122906-v	tilt	eng-30-07472460-n	tilt	MS
YES	TRUE	eng-30-02038357-v	tilt	eng-30-05068080-n	tilt	MS
YES	FALSE	eng-30-01122906-v	tilt	eng-30-10711144-n	tilter	MS
YES	FALSE	eng-30-01884577-v	tilt	eng-30-04435870-n	tilter	MS
YES	FALSE	eng-30-00490968-v	time	eng-30-10711483-n	timer	MS
YES	FALSE	eng-30-00702226-v	time	eng-30-04438304-n	timer	MS
YES	FALSE	eng-30-00297906-v	time	eng-30-04438507-n	timer	MS
YES	FALSE	eng-30-00490968-v	time	eng-30-04438304-n	timer	MS
YES	TRUE	eng-30-00176021-v	tip	eng-30-08663156-n	tip	MS
YES	TRUE	eng-30-02202133-v	tip	eng-30-13298701-n	tip	MS
YES	TRUE	eng-30-00873469-v	tip	eng-30-06651577-n	tip	MS
YES	TRUE	eng-30-00511178-v	tip	eng-30-08663156-n	tip	MS
YES	FALSE	eng-30-02202133-v	tip	eng-30-10712573-n	tipper	MS
YES	FALSE	eng-30-02039544-v	tip	eng-30-03256166-n	tipper	MS
YES	TRUE	eng-30-01175467-v	toast	eng-30-07884413-n	toast	MS
YES	TRUE	eng-30-00322151-v	toast	eng-30-07686873-n	toast	MS
YES	TRUE	eng-30-01207044-v	toe	eng-30-05577410-n	toe	MS
YES	TRUE	eng-30-01404138-v	toe	eng-30-04444345-n	toe	MS
YES	TRUE	eng-30-01402305-v	toe	eng-30-04444345-n	toe	MS
YES	TRUE	eng-30-01906525-v	toe	eng-30-05577410-n	toe	MS
YES	TRUE	eng-30-01475075-v	toggle	eng-30-04445952-n	toggle	MS
YES	TRUE	eng-30-01608004-v	toggle	eng-30-04445327-n	toggle	MS
YES	TRUE	eng-30-02357561-v	toggle	eng-30-04445952-n	toggle	MS
YES	TRUE	eng-30-02357561-v	toggle	eng-30-04445327-n	toggle	MS
YES	TRUE	eng-30-00982293-v	tone	eng-30-04986883-n	tone	MS
YES	TRUE	eng-30-00289974-v	tone	eng-30-04959230-n	tone	MS
YES	TRUE	eng-30-00982293-v	tone	eng-30-04987620-n	tone	MS
YES	TRUE	eng-30-00290132-v	tone	eng-30-04959230-n	tone	MS
YES	TRUE	eng-30-00101277-v	tone	eng-30-14544672-n	tone	MS
YES	TRUE	eng-30-00037779-v	tonsure	eng-30-00254922-n	tonsure	MS
YES	TRUE	eng-30-00037779-v	tonsure	eng-30-05539717-n	tonsure	MS
YES	TRUE	eng-30-01669547-v	tool	eng-30-04451818-n	tool	MS
YES	TRUE	eng-30-02338003-v	tool	eng-30-04451818-n	tool	MS
YES	TRUE	eng-30-01803003-v	torment	eng-30-00425278-n	torment	MS
YES	TRUE	eng-30-01802689-v	torment	eng-30-07495551-n	torment	MS
YES	TRUE	eng-30-01802689-v	torment	eng-30-07496755-n	torment	MS
YES	TRUE	eng-30-00071178-v	torment	eng-30-14333433-n	torment	MS
YES	TRUE	eng-30-01803003-v	torment	eng-30-07519040-n	torment	MS
YES	FALSE	eng-30-01802689-v	torment	eng-30-10716005-n	tormenter	MS
YES	FALSE	eng-30-00071178-v	torment	eng-30-10716005-n	tormenter	MS
YES	FALSE	eng-30-01803003-v	torment	eng-30-10716005-n	tormenter	MS
YES	FALSE	eng-30-00071178-v	torment	eng-30-04456276-n	tormenter	MS
YES	FALSE	eng-30-01802689-v	torment	eng-30-04456276-n	tormenter	MS
YES	FALSE	eng-30-02058756-v	trail	eng-30-09993252-n	trailer	MS
YES	FALSE	eng-30-02059916-v	trail	eng-30-09993252-n	trailer	MS
YES	FALSE	eng-30-01453969-v	trail	eng-30-04467099-n	trailer	MS
YES	FALSE	eng-30-01453969-v	trail	eng-30-04467307-n	trailer	MS
YES	TRUE	eng-30-01453969-v	train	eng-30-04468476-n	train	MS
YES	TRUE	eng-30-01936537-v	train	eng-30-04468005-n	train	MS
YES	TRUE	eng-30-01881180-v	tramp	eng-30-10176111-n	tramp	MS
YES	TRUE	eng-30-01881957-v	tramp	eng-30-10176111-n	tramp	MS
YES	TRUE	eng-30-01920698-v	tramp	eng-30-10176111-n	tramp	MS
YES	TRUE	eng-30-01920698-v	tramp	eng-30-00288970-n	tramp	MS
YES	FALSE	eng-30-00556389-v	transcribe	eng-30-13568238-n	transcription	MS
YES	FALSE	eng-30-00995103-v	transcribe	eng-30-06349597-n	transcription	MS
YES	TRUE	eng-30-01853696-v	transit	eng-30-04473432-n	transit	MS
YES	TRUE	eng-30-01915365-v	transit	eng-30-00309115-n	transit	MS
YES	TRUE	eng-30-01866872-v	transit	eng-30-04419073-n	transit	MS
YES	FALSE	eng-30-00959827-v	translate	eng-30-06536389-n	translation	MS
YES	FALSE	eng-30-02103925-v	translate	eng-30-00330984-n	translation	MS
YES	FALSE	eng-30-00522441-v	translate	eng-30-07446404-n	translation	MS
YES	FALSE	eng-30-00383542-v	translate	eng-30-00398704-n	translation	MS
YES	FALSE	eng-30-00919608-v	translate	eng-30-13568983-n	translation	MS
YES	FALSE	eng-30-02728142-v	translate	eng-30-06536389-n	translation	MS
YES	FALSE	eng-30-02231661-v	transmit	eng-30-09469285-n	transmitter	MS
YES	FALSE	eng-30-01435380-v	transmit	eng-30-10578762-n	transmitter	MS
YES	FALSE	eng-30-00973056-v	transmit	eng-30-04472726-n	transmitter	MS
YES	TRUE	eng-30-01855155-v	transplant	eng-30-00331102-n	transplant	MS
YES	TRUE	eng-30-01530431-v	transplant	eng-30-00693679-n	transplant	MS
YES	TRUE	eng-30-02753255-v	transplant	eng-30-00331102-n	transplant	MS
YES	TRUE	eng-30-01530431-v	transplant	eng-30-05582859-n	transplant	MS
YES	FALSE	eng-30-01449974-v	transport	eng-30-03100897-n	transporter	MS
YES	FALSE	eng-30-01953810-v	transport	eng-30-04473884-n	transporter	MS
YES	FALSE	eng-30-01953810-v	transport	eng-30-04474035-n	transporter	MS
YES	FALSE	eng-30-01449974-v	transport	eng-30-04474035-n	transporter	MS
YES	TRUE	eng-30-02091410-v	tread	eng-30-00285889-n	tread	MS
YES	TRUE	eng-30-02309513-v	tread	eng-30-04477091-n	tread	MS
YES	TRUE	eng-30-02261642-v	treat	eng-30-07289358-n	treat	MS
YES	TRUE	eng-30-01176232-v	treat	eng-30-07557165-n	treat	MS
YES	FALSE	eng-30-01311722-v	trench	eng-30-10728117-n	trencher	MS
YES	FALSE	eng-30-01311896-v	trench	eng-30-10728117-n	trencher	MS
YES	FALSE	eng-30-01556037-v	trench	eng-30-04479155-n	trencher	MS
YES	TRUE	eng-30-01643657-v	trigger	eng-30-00156390-n	trigger	MS
YES	TRUE	eng-30-01135371-v	trigger	eng-30-03470629-n	trigger	MS
YES	TRUE	eng-30-01321002-v	trim	eng-30-00359903-n	trim	MS
YES	TRUE	eng-30-01248782-v	trim	eng-30-00359903-n	trim	MS
YES	TRUE	eng-30-00429060-v	trim	eng-30-00359903-n	trim	MS
YES	TRUE	eng-30-02752107-v	trim	eng-30-13828520-n	trim	MS
YES	TRUE	eng-30-02751952-v	trim	eng-30-13828520-n	trim	MS
YES	TRUE	eng-30-01679433-v	trim	eng-30-04484160-n	trim	MS
YES	TRUE	eng-30-01679806-v	trim	eng-30-04484160-n	trim	MS
YES	FALSE	eng-30-01321002-v	trim	eng-30-10487182-n	trimmer	MS
YES	FALSE	eng-30-01262564-v	trim	eng-30-04483925-n	trimmer	MS
YES	TRUE	eng-30-01643657-v	trip	eng-30-04485226-n	trip	MS
YES	TRUE	eng-30-01900408-v	trip	eng-30-07317519-n	trip	MS
YES	TRUE	eng-30-01200934-v	trip	eng-30-14378311-n	trip	MS
YES	TRUE	eng-30-01843055-v	trip	eng-30-00308370-n	trip	MS
YES	TRUE	eng-30-01900760-v	trip	eng-30-07317519-n	trip	MS
YES	FALSE	eng-30-01843055-v	trip	eng-30-10596689-n	tripper	MS
YES	FALSE	eng-30-01900408-v	trip	eng-30-10667041-n	tripper	MS
YES	FALSE	eng-30-01643657-v	trip	eng-30-04485226-n	tripper	MS
YES	TRUE	eng-30-01409642-v	triple	eng-30-00132982-n	triple	MS
YES	TRUE	eng-30-00246746-v	triple	eng-30-05860377-n	triple	MS
YES	TRUE	eng-30-01731577-v	troll	eng-30-07053089-n	troll	MS
YES	TRUE	eng-30-01141763-v	troll	eng-30-00454493-n	troll	MS
YES	TRUE	eng-30-01141763-v	troll	eng-30-04486934-n	troll	MS
YES	TRUE	eng-30-02179154-v	trump	eng-30-03110669-n	trump	MS
YES	TRUE	eng-30-01078235-v	trump	eng-30-04491135-n	trump	MS
YES	FALSE	eng-30-01195299-v	try	eng-30-05799212-n	trial	MS
YES	FALSE	eng-30-02501278-v	try	eng-30-01195867-n	trial	MS
YES	FALSE	eng-30-02531625-v	try	eng-30-00794367-n	trial	MS
YES	FALSE	eng-30-01798782-v	try	eng-30-07372959-n	trial	MS
YES	TRUE	eng-30-01454636-v	tug	eng-30-04495843-n	tug	MS
YES	TRUE	eng-30-01453256-v	tug	eng-30-00115500-n	tug	MS
YES	TRUE	eng-30-01453109-v	tug	eng-30-00115500-n	tug	MS
YES	TRUE	eng-30-01452918-v	tug	eng-30-00115500-n	tug	MS
YES	FALSE	eng-30-00100235-v	tumble	eng-30-10732967-n	tumbler	MS
YES	FALSE	eng-30-01867997-v	tumble	eng-30-01814755-n	tumbler	MS
YES	FALSE	eng-30-01867997-v	tumble	eng-30-04497005-n	tumbler	MS
YES	FALSE	eng-30-02562425-v	turn	eng-30-10733574-n	turner	MS
YES	FALSE	eng-30-01584450-v	turn	eng-30-10733487-n	turner	MS
YES	FALSE	eng-30-02089420-v	turn	eng-30-04500060-n	turner	MS
YES	TRUE	eng-30-01445027-v	tusk	eng-30-14757547-n	tusk	MS
YES	TRUE	eng-30-01445027-v	tusk	eng-30-01465713-n	tusk	MS
YES	TRUE	eng-30-00198213-v	tusk	eng-30-01465713-n	tusk	MS
YES	TRUE	eng-30-00198213-v	tusk	eng-30-14757547-n	tusk	MS
YES	TRUE	eng-30-01452783-v	twang	eng-30-07398873-n	twang	MS
YES	TRUE	eng-30-02173838-v	twang	eng-30-07398873-n	twang	MS
YES	TRUE	eng-30-02173967-v	twang	eng-30-07398873-n	twang	MS
YES	TRUE	eng-30-00745078-v	twang	eng-30-04989512-n	twang	MS
YES	TRUE	eng-30-01868370-v	twist	eng-30-07351909-n	twist	MS
YES	TRUE	eng-30-00091124-v	twist	eng-30-14299070-n	twist	MS
YES	TRUE	eng-30-01349493-v	twist	eng-30-07351909-n	twist	MS
YES	TRUE	eng-30-01895519-v	twist	eng-30-00534631-n	twist	MS
YES	TRUE	eng-30-00932798-v	twist	eng-30-07173959-n	twist	MS
YES	TRUE	eng-30-01223182-v	twist	eng-30-13877918-n	twist	MS
YES	TRUE	eng-30-01222645-v	twist	eng-30-00343249-n	twist	MS
YES	TRUE	eng-30-01349493-v	twist	eng-30-00343249-n	twist	MS
YES	TRUE	eng-30-00143914-v	twist	eng-30-05259512-n	twist	MS
YES	TRUE	eng-30-00618682-v	type	eng-30-09909060-n	type	MS
YES	TRUE	eng-30-01004692-v	type	eng-30-04504486-n	type	MS
YES	TRUE	eng-30-00618682-v	type	eng-30-05840188-n	type	MS
YES	TRUE	eng-30-01004692-v	type	eng-30-06825120-n	type	MS
YES	FALSE	eng-30-00836236-v	typify	eng-30-00900581-n	typification	MS
YES	FALSE	eng-30-02699141-v	typify	eng-30-05765901-n	typification	MS
YES	TRUE	eng-30-01554165-v	undercut	eng-30-00387526-n	undercut	MS
YES	TRUE	eng-30-01554318-v	undercut	eng-30-00387526-n	undercut	MS
YES	TRUE	eng-30-01403117-v	undercut	eng-30-00565809-n	undercut	MS
YES	TRUE	eng-30-01257621-v	undercut	eng-30-04507891-n	undercut	MS
YES	TRUE	eng-30-01554165-v	undercut	eng-30-15083974-n	undercut	MS
YES	TRUE	eng-30-01554318-v	undercut	eng-30-15083974-n	undercut	MS
YES	FALSE	eng-30-00694866-v	undervalue	eng-30-05736593-n	undervaluation	MS
YES	FALSE	eng-30-00695761-v	undervalue	eng-30-05736593-n	undervaluation	MS
YES	TRUE	eng-30-00584220-v	upgrade	eng-30-05795654-n	upgrade	MS
YES	TRUE	eng-30-00583991-v	upgrade	eng-30-05795654-n	upgrade	MS
YES	TRUE	eng-30-00207184-v	upgrade	eng-30-06903255-n	upgrade	MS
YES	TRUE	eng-30-00207184-v	upgrade	eng-30-04513686-n	upgrade	MS
YES	TRUE	eng-30-01873666-v	uplift	eng-30-04514241-n	uplift	MS
YES	TRUE	eng-30-01969601-v	uplift	eng-30-07375781-n	uplift	MS
YES	TRUE	eng-30-01770501-v	upset	eng-30-00554850-n	upset	MS
YES	TRUE	eng-30-01790020-v	upset	eng-30-14403282-n	upset	MS
YES	TRUE	eng-30-01109087-v	upset	eng-30-00068170-n	upset	MS
YES	TRUE	eng-30-01909978-v	upset	eng-30-00348312-n	upset	MS
YES	TRUE	eng-30-01770501-v	upset	eng-30-14403282-n	upset	MS
YES	TRUE	eng-30-01256374-v	upset	eng-30-04515444-n	upset	MS
YES	FALSE	eng-30-00499812-v	urbanise	eng-30-13571763-n	urbanisation	MS
YES	FALSE	eng-30-00500055-v	urbanise	eng-30-14580334-n	urbanisation	MS
YES	FALSE	eng-30-00086835-v	vaccinate	eng-30-00823884-n	vaccination	MS
YES	FALSE	eng-30-00086835-v	vaccinate	eng-30-14364306-n	vaccination	MS
YES	TRUE	eng-30-01881180-v	vagabond	eng-30-10744544-n	vagabond	MS
YES	TRUE	eng-30-01881180-v	vagabond	eng-30-09468237-n	vagabond	MS
YES	TRUE	eng-30-01038538-v	vamp	eng-30-09965134-n	vamp	MS
YES	TRUE	eng-30-00533527-v	vamp	eng-30-04520020-n	vamp	MS
YES	FALSE	eng-30-02156546-v	vanish	eng-30-10746346-n	vanisher	MS
YES	FALSE	eng-30-00426958-v	vanish	eng-30-10746346-n	vanisher	MS
YES	FALSE	eng-30-00026734-v	vegetate	eng-30-01065057-n	vegetation	MS
YES	FALSE	eng-30-02615580-v	vegetate	eng-30-01065057-n	vegetation	MS
YES	FALSE	eng-30-00232388-v	vegetate	eng-30-13573057-n	vegetation	MS
YES	FALSE	eng-30-00232225-v	vegetate	eng-30-13573057-n	vegetation	MS
YES	FALSE	eng-30-00231288-v	vegetate	eng-30-05603854-n	vegetation	MS
YES	FALSE	eng-30-00232542-v	vegetate	eng-30-08436759-n	vegetation	MS
YES	TRUE	eng-30-02545272-v	venture	eng-30-13342692-n	venture	MS
YES	TRUE	eng-30-02545272-v	venture	eng-30-01117164-n	venture	MS
YES	TRUE	eng-30-02373336-v	venture	eng-30-00797878-n	venture	MS
YES	FALSE	eng-30-00664483-v	verify	eng-30-05825245-n	verification	MS
YES	FALSE	eng-30-01012395-v	verify	eng-30-06736769-n	verification	MS
YES	FALSE	eng-30-01702514-v	versify	eng-30-07093489-n	versification	MS
YES	FALSE	eng-30-01702514-v	versify	eng-30-07093759-n	versification	MS
YES	FALSE	eng-30-01702514-v	versify	eng-30-07093603-n	versification	MS
YES	TRUE	eng-30-00795863-v	veto	eng-30-00209546-n	veto	MS
YES	TRUE	eng-30-02473431-v	veto	eng-30-00209546-n	veto	MS
YES	TRUE	eng-30-02473431-v	veto	eng-30-05198928-n	veto	MS
YES	FALSE	eng-30-01765908-v	vex	eng-30-05832264-n	vexation	MS
YES	FALSE	eng-30-01787955-v	vex	eng-30-00418394-n	vexation	MS
YES	FALSE	eng-30-01787955-v	vex	eng-30-14406573-n	vexation	MS
YES	FALSE	eng-30-02572119-v	victimize	eng-30-00418903-n	victimization	MS
YES	FALSE	eng-30-02574205-v	victimize	eng-30-14477509-n	victimization	MS
YES	TRUE	eng-30-01167188-v	victual	eng-30-07556637-n	victual	MS
YES	TRUE	eng-30-02281485-v	victual	eng-30-07556637-n	victual	MS
YES	TRUE	eng-30-02332999-v	victual	eng-30-07556637-n	victual	MS
YES	TRUE	eng-30-01003049-v	videotape	eng-30-04534359-n	videotape	MS
YES	TRUE	eng-30-01003049-v	videotape	eng-30-04534520-n	videotape	MS
YES	TRUE	eng-30-02150948-v	view	eng-30-08560952-n	view	MS
YES	TRUE	eng-30-02150948-v	view	eng-30-05933246-n	view	MS
YES	TRUE	eng-30-00690614-v	view	eng-30-05945642-n	view	MS
YES	TRUE	eng-30-00690614-v	view	eng-30-06782019-n	view	MS
YES	TRUE	eng-30-02150948-v	view	eng-30-00881649-n	view	MS
YES	TRUE	eng-30-02130300-v	view	eng-30-06208751-n	view	MS
YES	TRUE	eng-30-00690614-v	view	eng-30-06208751-n	view	MS
YES	FALSE	eng-30-02150948-v	view	eng-30-10633450-n	viewer	MS
YES	FALSE	eng-30-02130300-v	view	eng-30-04534651-n	viewer	MS
YES	FALSE	eng-30-00904690-v	vindicate	eng-30-06740644-n	vindication	MS
YES	FALSE	eng-30-00904690-v	vindicate	eng-30-01241331-n	vindication	MS
YES	FALSE	eng-30-00896141-v	vindicate	eng-30-06740644-n	vindication	MS
YES	FALSE	eng-30-00537759-v	vitrify	eng-30-13573805-n	vitrification	MS
YES	FALSE	eng-30-00537892-v	vitrify	eng-30-15112565-n	vitrification	MS
YES	FALSE	eng-30-00024279-v	vivify	eng-30-01048466-n	vivification	MS
YES	FALSE	eng-30-00582145-v	vivify	eng-30-04631700-n	vivification	MS
YES	TRUE	eng-30-00952182-v	voice	eng-30-05202284-n	voice	MS
YES	TRUE	eng-30-00952182-v	voice	eng-30-07110615-n	voice	MS
YES	TRUE	eng-30-00933403-v	voice	eng-30-00179683-n	voice	MS
YES	TRUE	eng-30-00933403-v	voice	eng-30-07073208-n	voice	MS
YES	TRUE	eng-30-02478059-v	void	eng-30-14455700-n	void	MS
YES	TRUE	eng-30-00450303-v	void	eng-30-13910116-n	void	MS
YES	TRUE	eng-30-00076400-v	vomit	eng-30-03283519-n	vomit	MS
YES	TRUE	eng-30-00076400-v	vomit	eng-30-00118733-n	vomit	MS
YES	TRUE	eng-30-00076400-v	vomit	eng-30-14855992-n	vomit	MS
YES	TRUE	eng-30-01524298-v	wad	eng-30-13774404-n	wad	MS
YES	TRUE	eng-30-01483779-v	wad	eng-30-07579399-n	wad	MS
YES	TRUE	eng-30-00918580-v	wager	eng-30-00506658-n	wager	MS
YES	TRUE	eng-30-01155687-v	wager	eng-30-00506658-n	wager	MS
YES	TRUE	eng-30-01155687-v	wager	eng-30-13343526-n	wager	MS
YES	FALSE	eng-30-01904930-v	walk	eng-30-10412055-n	walker	MS
YES	FALSE	eng-30-01912893-v	walk	eng-30-10412055-n	walker	MS
YES	FALSE	eng-30-01912893-v	walk	eng-30-04545748-n	walker	MS
YES	FALSE	eng-30-01912893-v	walk	eng-30-04545471-n	walker	MS
YES	FALSE	eng-30-01912893-v	walk	eng-30-04545305-n	walker	MS
YES	TRUE	eng-30-01866030-v	wallow	eng-30-07442874-n	wallow	MS
YES	TRUE	eng-30-01866030-v	wallow	eng-30-09474557-n	wallow	MS
YES	TRUE	eng-30-01825237-v	want	eng-30-07486229-n	want	MS
YES	TRUE	eng-30-02632567-v	want	eng-30-14493426-n	want	MS
YES	TRUE	eng-30-02632567-v	want	eng-30-14449405-n	want	MS
YES	TRUE	eng-30-00709205-v	want	eng-30-07486229-n	want	MS
YES	TRUE	eng-30-01188725-v	want	eng-30-14449405-n	want	MS
YES	TRUE	eng-30-01188725-v	want	eng-30-09367991-n	want	MS
YES	TRUE	eng-30-02632567-v	want	eng-30-09367991-n	want	MS
YES	TRUE	eng-30-00036178-v	wash	eng-30-00255710-n	wash	MS
YES	TRUE	eng-30-01535246-v	wash	eng-30-00255710-n	wash	MS
YES	TRUE	eng-30-02742842-v	wash	eng-30-00255710-n	wash	MS
YES	TRUE	eng-30-00036362-v	wash	eng-30-00255710-n	wash	MS
YES	TRUE	eng-30-01270199-v	wash	eng-30-03648219-n	wash	MS
YES	TRUE	eng-30-01535246-v	wash	eng-30-03648219-n	wash	MS
YES	TRUE	eng-30-01269844-v	wash	eng-30-04553389-n	wash	MS
YES	FALSE	eng-30-01535246-v	wash	eng-30-10768903-n	washer	MS
YES	FALSE	eng-30-01270199-v	wash	eng-30-10768903-n	washer	MS
YES	FALSE	eng-30-01535246-v	wash	eng-30-04554684-n	washer	MS
YES	FALSE	eng-30-01270199-v	wash	eng-30-04554684-n	washer	MS
YES	TRUE	eng-30-01158181-v	waste	eng-30-00742645-n	waste	MS
YES	TRUE	eng-30-02268351-v	waste	eng-30-00742645-n	waste	MS
YES	TRUE	eng-30-01161087-v	waste	eng-30-00742645-n	waste	MS
YES	TRUE	eng-30-01161087-v	waste	eng-30-04894964-n	waste	MS
YES	TRUE	eng-30-02268351-v	waste	eng-30-04894964-n	waste	MS
YES	TRUE	eng-30-02223479-v	waste	eng-30-14856263-n	waste	MS
YES	TRUE	eng-30-02067889-v	waste	eng-30-14856263-n	waste	MS
YES	TRUE	eng-30-02151966-v	watch	eng-30-10271216-n	watch	MS
YES	TRUE	eng-30-02131963-v	watch	eng-30-00880662-n	watch	MS
YES	TRUE	eng-30-02455407-v	watch	eng-30-00880662-n	watch	MS
YES	TRUE	eng-30-02150510-v	watch	eng-30-00880662-n	watch	MS
YES	TRUE	eng-30-02128653-v	watch	eng-30-00880662-n	watch	MS
YES	TRUE	eng-30-02150948-v	watch	eng-30-00880662-n	watch	MS
YES	TRUE	eng-30-01655639-v	wattle	eng-30-04564118-n	wattle	MS
YES	TRUE	eng-30-01518343-v	wattle	eng-30-04564118-n	wattle	MS
YES	TRUE	eng-30-00075021-v	wear	eng-30-14562683-n	wear	MS
YES	TRUE	eng-30-01369346-v	wear	eng-30-14562683-n	wear	MS
YES	TRUE	eng-30-00469382-v	wear	eng-30-14562683-n	wear	MS
YES	TRUE	eng-30-00047745-v	wear	eng-30-00830257-n	wear	MS
YES	TRUE	eng-30-00047745-v	wear	eng-30-03051540-n	wear	MS
YES	TRUE	eng-30-00052374-v	wear	eng-30-03051540-n	wear	MS
YES	TRUE	eng-30-00050652-v	wear	eng-30-03051540-n	wear	MS
YES	FALSE	eng-30-00313171-v	weed	eng-30-10772937-n	weeder	MS
YES	FALSE	eng-30-00313171-v	weed	eng-30-04570416-n	weeder	MS
YES	TRUE	eng-30-01411085-v	welt	eng-30-14298620-n	welt	MS
YES	TRUE	eng-30-00187415-v	welt	eng-30-04573281-n	welt	MS
YES	FALSE	eng-30-01141938-v	whale	eng-30-10775128-n	whaler	MS
YES	FALSE	eng-30-01141938-v	whale	eng-30-04574471-n	whaler	MS
YES	TRUE	eng-30-01305361-v	wharf	eng-30-03933529-n	wharf	MS
YES	TRUE	eng-30-01489734-v	wharf	eng-30-03933529-n	wharf	MS
YES	TRUE	eng-30-01305241-v	wharf	eng-30-03933529-n	wharf	MS
YES	TRUE	eng-30-02281960-v	wharf	eng-30-03933529-n	wharf	MS
YES	TRUE	eng-30-02331175-v	wharf	eng-30-03933529-n	wharf	MS
YES	FALSE	eng-30-02046755-v	whirl	eng-30-10777147-n	whirler	MS
YES	FALSE	eng-30-02046755-v	whirl	eng-30-04578708-n	whirler	MS
YES	TRUE	eng-30-02148109-v	whitewash	eng-30-01241594-n	whitewash	MS
YES	TRUE	eng-30-00904878-v	whitewash	eng-30-01241594-n	whitewash	MS
YES	TRUE	eng-30-01269702-v	whitewash	eng-30-04581102-n	whitewash	MS
YES	TRUE	eng-30-02580577-v	whore	eng-30-10485440-n	whore	MS
YES	TRUE	eng-30-01427695-v	whore	eng-30-10485440-n	whore	MS
YES	TRUE	eng-30-02229055-v	will	eng-30-06544142-n	will	MS
YES	TRUE	eng-30-00698398-v	will	eng-30-05983654-n	will	MS
YES	TRUE	eng-30-00698398-v	will	eng-30-05652593-n	will	MS
YES	FALSE	eng-30-01522052-v	wind	eng-30-10781984-n	winder	MS
YES	FALSE	eng-30-01522276-v	wind	eng-30-10781984-n	winder	MS
YES	FALSE	eng-30-01522052-v	wind	eng-30-04586581-n	winder	MS
YES	FALSE	eng-30-01522276-v	wind	eng-30-04586421-n	winder	MS
YES	FALSE	eng-30-01392237-v	wipe	eng-30-10783646-n	wiper	MS
YES	FALSE	eng-30-01392237-v	wipe	eng-30-04593866-n	wiper	MS
YES	FALSE	eng-30-01392237-v	wipe	eng-30-04590746-n	wiper	MS
YES	TRUE	eng-30-00729378-v	wonder	eng-30-05682570-n	wonder	MS
YES	TRUE	eng-30-00925490-v	wonder	eng-30-07509996-n	wonder	MS
YES	TRUE	eng-30-00925490-v	wonder	eng-30-07289588-n	wonder	MS
YES	TRUE	eng-30-00980453-v	word	eng-30-06738162-n	word	MS
